1,2,3,4,0,0,0,0,24
1,2,3,4,0,0,0,1,24
1,2,3,4,0,0,1,0,24
1,2,3,4,0,0,1,1,24
1,2,3,4,0,1,0,0,24
1,2,3,4,0,1,0,1,24
1,2,3,4,0,1,1,0,24
1,2,3,4,0,1,1,1,24
1,2,3,3,0,0,0,0,12
1,2,3,3,0,0,1,0,12
1,2,3,3,0,0,1,1,12
1,2,3,3,0,1,0,0,12
1,2,3,3,0,1,1,0,12
1,2,3,3,0,1,1,1,12
1,2,3,2,0,0,0,0,8
1,2,3,2,0,0,0,1,8
1,2,3,2,0,0,1,0,8
1,2,3,2,0,0,1,1,8
1,2,3,2,0,1,0,0,8
1,2,3,2,0,1,0,1,8
1,2,3,2,0,1,1,0,8
1,2,3,2,0,1,1,1,8
1,2,2,2,0,0,0,0,4
1,2,2,2,0,1,0,0,4
1,2,2,2,0,1,1,0,4
1,2,2,2,0,1,1,1,4
